house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area,building_area,jarak_ke_kota_km
Naksir Keren Rumah Bagus Di Area Rancasari Bandung Kota,"Rancasari, Bandung",5,3,1,1450000000.0,136,200,8.828200518
Dijual Rumah Nyaman 3 Lantai di Riung Bandung,"Rancasari, Bandung",3,3,0,900000000.0,72,164,8.828200518
Smarthome Rumah Baru Pusat Kota di Kembar Sari Indah Bandung,"Regol, Bandung",3,3,0,2150000000.0,125,140,2.971252098
Rumah Bagus Murah Jalan Pasirluyu Bandung,"Regol, Bandung",4,3,2,6500000000.0,420,550,2.971252098
Rumah Terawat Pusat Kota Komplek Kembar Mas Harga Murah,"Regol, Bandung",5,3,2,4850000000.0,463,375,2.971252098
Rumah Siap Huni di Kembar Mas Utara Kota Bandung,"Regol, Bandung",2,1,0,1500000000.0,96,80,2.971252098
Rumah minimalis modern di kembar timur regol,"Regol, Bandung",4,3,1,2300000000.0,162,200,2.971252098
Perumahan Pasir Subur Regol - Bangunan Bagus Siap Huni - Turun Harga Jual Cepat (Good Invest),"Regol, Bandung",4,4,1,1890000000.0,120,200,2.971252098
Rumah mewah di jln ancol dijual,"Regol, Bandung",5,3,0,5500000000.0,495,600,2.971252098
Rumah Siap Huni Jalan Kembar,"Regol, Bandung",4,3,0,2500000000.0,160,240,2.971252098
Rumah Murah di Batumas Pasirluyu Bandung Dekat Tol Moh Toha,"Regol, Bandung",7,4,1,1470000000.0,129,200,2.971252098
"Rumah Kost Dalam Gang Jl, Pasundan Am","Regol, Bandung",9,2,0,400000000.0,70,60,2.971252098
"Dijual Murah, Rumah Kost 2 Lantai sayap BKR, lokasi Strategis","Regol, Bandung",22,14,1,3550000000.0,288,263,2.971252098
Rumah Baru Gresss Daerah Pasirluyu/Kembar Timur ,"Regol, Bandung",3,3,2,2190000000.0,114,123,2.971252098
Rumah 2 Lantai Luas Megah Siap Pakai di Komplek Batumas Bandung,"Regol, Bandung",4,4,2,4000000000.0,326,400,2.971252098
Rumah murah bagus siap huni di pasirluyu kota Bandung ,"Regol, Bandung",5,3,1,1500000000.0,145,210,2.971252098
"Dijual Cepat, Rumah Kost Murah,2 Lantai di Daerah Jalan Sri Remaja dekat BKR","Regol, Bandung",22,14,1,3550000000.0,288,263,2.971252098
Rumah nyaman di pusat kota Bandung 2 Lantai SHM kondisi Bagus ,"Regol, Bandung",3,2,1,1900000000.0,145,120,2.971252098
"Rumah Mewah Bagus SHM di Kurdi, Bandung","Regol, Bandung",4,4,1,3950000000.0,306,400,2.971252098
Rumah Tengah Kota Bandung Kembar Mas timur siap huni,"Regol, Bandung",5,5,0,3750000000.0,216,500,2.971252098
Rumah 2 Lantai Unfurnished SHM Di Terusan Sutami Bandung Utara,"Sukajadi, Bandung",3,2,2,1700000000.0,108,120,4.044377836
Rumah Karanglayung Parkir Luas Ukuran Pas,"Sukajadi, Bandung",4,3,5,11000000000.0,435,250,4.044377836
Rumah Asri  2 Lantai Sayap Sukajadi,"Sukajadi, Bandung",4,3,3,7000000000.0,375,200,4.044377836
Di jual rumah kost sayap sukajadi investasi good,"Sukajadi, Bandung",15,15,1,16500000000.0,1000,400,4.044377836
"Rumah Nyaman Dan Asri, Lembah Sukaresmi di Bandung Utara.","Sukajadi, Bandung",5,3,3,9000000000.0,742,500,4.044377836
Rumah Murah Harga Njop Lembah Sukaresmi Sukajadi Bandung Utara,"Sukajadi, Bandung",5,5,3,8000000000.0,878,1000,4.044377836
"Rumah Siap Huni di Sayap Sukajadi, dekat PVJ dan pasar","Sukajadi, Bandung",4,4,2,10500000000.0,740,500,4.044377836
"Rumah 1,5 Lantai Strategis SHM di Babakan Jeruk Kota Bandung","Sukajadi, Bandung",7,5,2,2900000000.0,223,300,4.044377836
Rumah 2 Lantai Strategis Terawat SHM Babakan Jeruk Kota Bandung,"Sukajadi, Bandung",2,2,2,4500000000.0,246,330,4.044377836
"Rumah Mewah 3 Lantai di Sukajadi , Sukaresmi Bandung","Sukajadi, Bandung",5,7,5,8500000000.0,880,1100,4.044377836
"Rumah Luas Murah dekat Mall Pvj, Sukajadi Bandung","Sukajadi, Bandung",5,3,2,8000000000.0,620,375,4.044377836
Rumah cantik siap huni di Setra indah Bagus 2 Lantai hdp timur,"Sukajadi, Bandung",4,5,1,3900000000.0,336,400,4.044377836
Setra Indah - Bangunan Bagus Hommy Siap Huni - Halaman Depan Belakang Full Canopy  - Turun Harga Jual Cepat (Good Invest),"Sukajadi, Bandung",7,3,2,5500000000.0,435,350,4.044377836
Jual Rumah Sayap Babakan Jeruk 1 Tsm,"Sukajadi, Bandung",3,2,0,895000000.0,140,200,4.044377836
"Mewah Hook 2 Lantai, Dibawah NJOP!!Murah ,Langka Dekat PVJ, Jual Super Cepat.","Sukajadi, Bandung",5,5,2,8500000000.0,878,1100,4.044377836
Rumah Luas Mewah Semi Furnished SHM di Babakan Jeruk Kota Bandung,"Sukajadi, Bandung",9,11,10,22000000000.0,870,900,4.044377836
Rumah Bagus Strategis Dekat Maranatha SHM Babakan Jeruk Bandung,"Sukajadi, Bandung",3,3,2,4500000000.0,368,200,4.044377836
Rumah Bagus Strategis Dekat Maranatha SHM Babakan Jeruk Bandung,"Sukajadi, Bandung",7,3,1,2600000000.0,210,160,4.044377836
Rumah Sarijadi Jalan Lebar Bisa Untuk Usaha,"Sukasari, Bandung",3,2,1,1200000000.0,98,80,6.757240383
Rumah Nyaman Asri Siap Huni di Budi Luhur Asri Bandung,"Sukasari, Bandung",3,3,2,1990000000.0,124,140,6.757240383
Rumah Mewah Nyaman Siap Huni di Budi Luhur Bandung,"Sukasari, Bandung",3,3,2,1890000000.0,115,130,6.757240383
Dijual Cepat Rumah Baru Unfurnished Siap Huni di Pondok Hijau Bandung,"Sukasari, Bandung",3,3,2,3300000000.0,182,235,6.757240383
Rumah Luas Terawat Akses Mobil SHM di Sarijadi Baru Kota Bandung,"Sukasari, Bandung",4,1,2,3000000000.0,210,160,6.757240383
Jual RUMAH & KAVLING KOSONG di Padasaluyu Bandung,"Sukasari, Bandung",5,4,5,43700000000.0,4378,1000,6.757240383
Rumah klasik terawat kokoh siap huni sdh renovasi bandung utara,"Sukasari, Bandung",5,3,1,3940000000.0,250,250,6.757240383
Setramurni - Bangunan Baru Halaman Depan & Belakang Siap Huni - Turun Harga Jual Cepat (Good Invest),"Sukasari, Bandung",6,4,4,4990000000.0,335,510,6.757240383
Dijual Rumah Baru Mewah Bagus di Setraduta Bandung Layak Huni,"Sukasari, Bandung",3,3,0,2520000000.0,80,180,6.757240383
"Rumah 3 Lantai Minimalis Jalan Lebar SHM di Sarijadi , Bandung","Sukasari, Bandung",5,3,1,1900000000.0,95,150,6.757240383
Rumah Luas Strategis Pinggir Jalan Jl.abadi Gegerkalong Bandung,"Sukasari, Bandung",4,2,2,4500000000.0,475,280,6.757240383
Rumah 2 Lantai Bagus Strategis Untuk Usaha Di Sarijadi Bandung,"Sukasari, Bandung",5,3,2,2250000000.0,98,145,6.757240383
Rumah 3 Lantai Akses 1 Mobil Dekat Maranatha Di Sarijadi Bandung,"Sukasari, Bandung",5,2,0,1300000000.0,85,150,6.757240383
"Rumah Bagus SHM di Komplek Setrasari Kulon , Bandung","Sukasari, Bandung",5,7,4,7500000000.0,498,300,6.757240383
"Rumah Murah 2 Lantai Bagus SHM di Setrasari , Bandung","Sukasari, Bandung",3,2,2,2250000000.0,119,130,6.757240383
Rumah Strategis Hitung Tanah Dalam Komplek Setrasari Raya Bandung,"Sukasari, Bandung",4,2,3,7000000000.0,520,250,6.757240383
Jual Rumah Keren Dengan Taman Asri Setiabudi Regensi,"Sukasari, Bandung",5,3,2,6250000000.0,585,750,6.757240383
Turun Harga Rumah Lux Siap Huni Komplek Setramurni Bandung,"Sukasari, Bandung",4,1,3,8800000000.0,476,500,6.757240383
Dijual Rumah Nyaman Terawat Siap Huni di Sayap Terusan Jakarta dan Jl Ahmad Yani ,"Sumurbandung, Bandung",3,2,3,3500000000.0,256,212,0.409780939
RUMAH & RUANG USAHA DI PUSAT KOTA BANDUNG,"Sumurbandung, Bandung",2,2,5,13000000000.0,520,600,0.409780939
"Hitung Tanah Bonus Bangunan Sayap Sunda, Sumurbandung Pusat Kota","Sumurbandung, Bandung",4,2,0,12000000000.0,552,300,0.409780939
Dijual Rumah Classic Di Sayap Jl Braga Kota Bandung,"Sumurbandung, Bandung",6,2,0,7800000000.0,313,175,0.409780939
Dijual Rumah Dan Paviliun Luas Strategis Tengah Kota di Kenari,"Sumurbandung, Bandung",8,3,2,25000000000.0,740,300,0.409780939
Rumah dan bangunan hitung tanah jalan Sunda Bandung,"Sumurbandung, Bandung",0,0,0,19000000000.0,565,500,0.409780939
"Rumah Lama di Area Primarasa, Kemuning Bandung","Sumurbandung, Bandung",3,2,0,24800000000.0,775,775,0.409780939
Dijual Hitung Tanah Rumah Tengah Kota D Sayap Alun Laun,"Sumurbandung, Bandung",3,1,1,5000000000.0,238,178,0.409780939
Dijual Rumah Istimewewa Lokasi Strategis di Ahmad Yani Bandung,"Sumurbandung, Bandung",7,5,1,3600000000.0,226,382,0.409780939
Dijual Rumah Sayap Merdeka 2lt,"Sumurbandung, Bandung",16,6,1,7000000000.0,240,400,0.409780939
Rumah di Sayap Riau,"Sumurbandung, Bandung",4,2,2,14000000000.0,543,550,0.409780939
Rumah Jalan Pudak Bandung Ngantong,"Sumurbandung, Bandung",5,4,2,16000000000.0,638,587,0.409780939
Rumah Jalan Kejaksaan Sayap Braga,"Sumurbandung, Bandung",4,2,5,7500000000.0,413,360,0.409780939
Prime Location Jual Rumah Terawat Dua Setengah Lantai di Jalan Sunda,"Sumurbandung, Bandung",9,8,4,17500000000.0,390,700,0.409780939
Prime Location Jual Rumah Terawat Dua Setengah Lantai di Jalan Sunda,"Sumurbandung, Bandung",9,8,4,17500000000.0,390,700,0.409780939
Rumah Cantik Mewah Siap Huni di Naripan Bandung,"Sumurbandung, Bandung",8,4,8,18000000000.0,553,1000,0.409780939
Rumah Lama Terawat di Sayap Wastu Kencana Bandung,"Sumurbandung, Bandung",3,2,0,6800000000.0,312,125,0.409780939
Nego Sampai Jadi Rumah Kost2an di Tengah Kota Bandung,"Sumurbandung, Bandung",12,5,1,2500000000.0,141,250,0.409780939
Dijual Rumah Siap Huni Ujung Berung Indah Bandung,"Ujungberung, Bandung",4,2,0,2550000000.0,178,230,10.51354729
"Dijual Cepat, Rumah Murah 499jt Buana Hill Top Residence Ujungberung","Ujungberung, Bandung",4,2,1,499000000.0,128,96,10.51354729
Cepat Rumah Nyaman Lokasi Strategis di Pesona Hijau Residence Bandung,"Ujungberung, Bandung",2,1,1,650000000.0,72,45,10.51354729
Dijual Rumah Megah di Komplek Ujungberung Indah ,"Ujungberung, Bandung",10,8,3,7000000000.0,980,900,10.51354729
Pemilik Berani Rugi Dijual Rumah Nuansa Villa di Ujungberung ,"Ujungberung, Bandung",2,2,2,850000000.0,223,100,10.51354729
"Dijual di Komp. Grand Valley Residence, Ujungberung, Kota Bandung","Ujungberung, Bandung",3,1,1,550000000.0,75,80,10.51354729
Jual Cepat Grand Valley Ujung Berung Pesanggrahan Ujung Berung,"Ujungberung, Bandung",2,1,1,375000000.0,60,24,10.51354729
"Rumah Luas Bagus Murah di Ujung Berung Indah, Bandung","Ujungberung, Bandung",4,3,0,4500000000.0,435,283,10.51354729
Jual Rumah Murah 2 Lantai di Komplek Griya Winaya Ujung Berung,"Ujungberung, Bandung",3,2,0,650000000.0,60,120,10.51354729
"Dijual Rumah 2 Lantai Siap Huni Komplek Ujungberung Indah,bandung","Ujungberung, Bandung",5,3,1,1950000000.0,145,200,10.51354729
Dijual Rumah Minimalis Komplek Simpay Asih Area Ujungberung,"Ujungberung, Bandung",2,1,1,850000000.0,80,54,10.51354729
"Dijual Rumah Murah Cocok Untuk Usaha Area Ujungberung,bandung","Ujungberung, Bandung",3,2,5,1200000000.0,245,103,10.51354729
Dijual Rumah Siap Huni Pemandangan pegunungan,"Ujungberung, Bandung",2,1,1,570000000.0,94,70,10.51354729
Rumah Siap Huni Nyaman dan Sejuk,"Ujungberung, Bandung",5,3,1,710000000.0,138,100,10.51354729
Rumah Bisa Jadi Tempat Usaha Mainroad Jalan Raya Ah Nasution Ujungberung ,"Ujungberung, Bandung",3,2,2,2320000000.0,116,116,10.51354729
Rumah Di Komplek Pesona Hijau Residence Ujungberung ,"Ujungberung, Bandung",2,1,1,525000000.0,60,40,10.51354729
"Komp. Mega Regency, Cikadut, Mandala Jati. Dijual Rumah di Kota Bandung","Ujungberung, Bandung",3,2,1,420000000.0,58,50,10.51354729
"Rumah Murah di Ujungberung, Kota Bandung. 1 Lantai, Dekat Alun alun, Ubertos, Uin Gunung Djati","Ujungberung, Bandung",1,1,1,370000000.0,60,45,10.51354729
